Order Date,Order Number,Index,Item Name,Price,Quantity,Total
2019-09-20 15:16:56,6908,8,Chicken Kottu,280,3,840
2019-09-20 15:25:13,6909,10,Chicken Biriyani,360,2,720
2019-09-20 15:35:41,6910,6,Chicken Rice,320,1,320
2019-09-20 15:38:21,6911,3,Rice and Curry Fish,200,3,600
2019-09-20 15:41:41,6912,4,Rice and Curry Chicken,200,1,200
2019-09-20 16:05:13,6913,6,Chicken Rice,320,2,640
2019-09-20 16:09:01,6914,2,Rice and Curry Egg,190,1,190
2019-09-20 16:19:42,6915,4,Rice and Curry Chicken,200,1,200
2019-09-20 16:34:20,6916,8,Chicken Kottu,280,1,280
2019-09-20 16:43:18,6917,7,Egg Kottu,200,3,600
2019-09-20 17:08:47,6918,10,Chicken Biriyani,360,2,720
2019-09-20 17:28:15,6919,4,Rice and Curry Chicken,200,1,200
2019-09-20 17:29:26,6920,10,Chicken Biriyani,360,1,360
2019-09-20 17:45:31,6921,6,Chicken Rice,320,2,640
2019-09-20 17:54:42,6922,6,Chicken Rice,320,2,640
2019-09-20 18:12:13,6923,5,Egg Rice,200,1,200
2019-09-20 18:23:07,6924,4,Rice and Curry Chicken,200,3,600
2019-09-20 18:24:59,6925,3,Rice and Curry Fish,200,3,600
2019-09-20 18:33:44,6926,6,Chicken Rice,320,3,960
2019-09-20 18:48:09,6927,6,Chicken Rice,320,1,320
2019-09-20 19:14:48,6928,3,Rice and Curry Fish,200,2,400
2019-09-20 19:34:30,6929,6,Chicken Rice,320,1,320
2019-09-20 19:40:28,6930,5,Egg Rice,200,1,200
2019-09-21 08:01:54,6931,4,Rice and Curry Chicken,200,1,200
2019-09-21 08:07:22,6932,1,Rice and Curry Vegetable,170,1,170
2019-09-21 09:00:59,6933,3,Rice and Curry Fish,200,1,200
2019-09-21 09:19:27,6934,6,Chicken Rice,320,3,960
2019-09-21 09:22:38,6935,4,Rice and Curry Chicken,200,1,200
2019-09-21 10:05:56,6936,7,Egg Kottu,200,2,400
2019-09-21 10:20:40,6937,4,Rice and Curry Chicken,200,2,400
2019-09-21 10:39:08,6938,3,Rice and Curry Fish,200,3,600
2019-09-21 10:43:27,6939,3,Rice and Curry Fish,200,3,600
2019-09-21 10:48:03,6940,9,Egg Biriyani,250,1,250
2019-09-21 10:52:52,6941,7,Egg Kottu,200,2,400
2019-09-21 11:00:01,6942,6,Chicken Rice,320,2,640
2019-09-21 11:49:31,6943,4,Rice and Curry Chicken,200,1,200
2019-09-21 12:07:25,6944,10,Chicken Biriyani,360,3,1080
2019-09-21 12:10:05,6945,8,Chicken Kottu,280,3,840
2019-09-21 12:14:10,6946,4,Rice and Curry Chicken,200,1,200
2019-09-21 12:15:14,6947,4,Rice and Curry Chicken,200,2,400
2019-09-21 12:17:12,6948,1,Rice and Curry Vegetable,170,1,170
2019-09-21 12:21:43,6949,8,Chicken Kottu,280,1,280
2019-09-21 12:25:23,6950,1,Rice and Curry Vegetable,170,3,510
2019-09-21 12:26:38,6951,3,Rice and Curry Fish,200,3,600
2019-09-21 12:47:36,6952,6,Chicken Rice,320,3,960
2019-09-21 13:02:57,6953,2,Rice and Curry Egg,190,3,570
2019-09-21 13:32:10,6954,4,Rice and Curry Chicken,200,1,200
2019-09-21 13:35:48,6955,5,Egg Rice,200,3,600
2019-09-21 13:43:27,6956,6,Chicken Rice,320,2,640
2019-09-21 14:07:14,6957,5,Egg Rice,200,2,400
2019-09-21 14:17:37,6958,1,Rice and Curry Vegetable,170,1,170
2019-09-21 15:30:11,6959,1,Rice and Curry Vegetable,170,1,170
2019-09-21 15:41:54,6960,8,Chicken Kottu,280,2,560
2019-09-21 16:09:56,6961,8,Chicken Kottu,280,2,560
2019-09-21 16:23:34,6962,5,Egg Rice,200,3,600
2019-09-21 17:02:38,6963,4,Rice and Curry Chicken,200,2,400
2019-09-21 17:04:42,6964,5,Egg Rice,200,1,200
2019-09-21 17:09:25,6965,5,Egg Rice,200,2,400
2019-09-21 17:43:59,6966,8,Chicken Kottu,280,2,560
2019-09-21 18:01:33,6967,4,Rice and Curry Chicken,200,2,400
2019-09-21 18:06:58,6968,5,Egg Rice,200,2,400
2019-09-21 18:33:20,6969,7,Egg Kottu,200,2,400
2019-09-21 18:39:28,6970,10,Chicken Biriyani,360,2,720
2019-09-21 19:01:38,6971,1,Rice and Curry Vegetable,170,1,170
2019-09-21 19:11:08,6972,5,Egg Rice,200,1,200
2019-09-21 19:18:45,6973,3,Rice and Curry Fish,200,2,400
2019-09-21 19:59:58,6974,6,Chicken Rice,320,2,640
2019-09-22 08:09:24,6975,8,Chicken Kottu,280,2,560
2019-09-22 08:22:08,6976,3,Rice and Curry Fish,200,3,600
2019-09-22 09:44:18,6977,5,Egg Rice,200,2,400
2019-09-22 09:52:38,6978,1,Rice and Curry Vegetable,170,1,170
2019-09-22 10:10:27,6979,8,Chicken Kottu,280,3,840
2019-09-22 10:39:47,6980,6,Chicken Rice,320,1,320
2019-09-22 10:46:17,6981,5,Egg Rice,200,1,200
2019-09-22 10:51:21,6982,3,Rice and Curry Fish,200,1,200
2019-09-22 11:27:50,6983,2,Rice and Curry Egg,190,2,380
2019-09-22 11:30:58,6984,5,Egg Rice,200,1,200
2019-09-22 11:40:46,6985,8,Chicken Kottu,280,1,280
2019-09-22 11:46:16,6986,8,Chicken Kottu,280,1,280
2019-09-22 11:54:31,6987,4,Rice and Curry Chicken,200,1,200
2019-09-22 12:01:38,6988,2,Rice and Curry Egg,190,1,190
2019-09-22 12:13:45,6989,8,Chicken Kottu,280,1,280
2019-09-22 12:14:34,6990,10,Chicken Biriyani,360,3,1080
2019-09-22 12:15:27,6991,7,Egg Kottu,200,2,400
2019-09-22 12:21:22,6992,4,Rice and Curry Chicken,200,1,200
2019-09-22 12:42:10,6993,8,Chicken Kottu,280,1,280
2019-09-22 13:05:43,6994,3,Rice and Curry Fish,200,2,400
2019-09-22 13:57:14,6995,4,Rice and Curry Chicken,200,1,200
2019-09-22 14:00:05,6996,8,Chicken Kottu,280,3,840
2019-09-22 14:14:09,6997,7,Egg Kottu,200,1,200
2019-09-22 14:24:02,6998,8,Chicken Kottu,280,2,560
2019-09-22 14:36:07,6999,6,Chicken Rice,320,3,960
2019-09-22 14:44:55,7000,4,Rice and Curry Chicken,200,1,200
2019-09-22 15:01:17,7001,7,Egg Kottu,200,1,200
2019-09-22 15:05:54,7002,4,Rice and Curry Chicken,200,1,200
2019-09-22 15:15:09,7003,2,Rice and Curry Egg,190,1,190
2019-09-22 15:25:38,7004,4,Rice and Curry Chicken,200,3,600
2019-09-22 15:30:33,7005,4,Rice and Curry Chicken,200,1,200
2019-09-22 15:37:28,7006,7,Egg Kottu,200,1,200
2019-09-22 15:41:35,7007,4,Rice and Curry Chicken,200,2,400
2019-09-22 15:43:04,7008,8,Chicken Kottu,280,2,560
2019-09-22 16:02:34,7009,2,Rice and Curry Egg,190,3,570
2019-09-22 16:17:54,7010,2,Rice and Curry Egg,190,2,380
2019-09-22 16:57:17,7011,3,Rice and Curry Fish,200,1,200
2019-09-22 17:03:23,7012,4,Rice and Curry Chicken,200,1,200
2019-09-22 17:09:48,7013,4,Rice and Curry Chicken,200,1,200
2019-09-22 17:36:26,7014,8,Chicken Kottu,280,3,840
2019-09-22 17:50:18,7015,4,Rice and Curry Chicken,200,3,600
2019-09-22 18:06:40,7016,3,Rice and Curry Fish,200,1,200
2019-09-22 18:18:43,7017,8,Chicken Kottu,280,2,560
2019-09-22 18:33:30,7018,3,Rice and Curry Fish,200,1,200
2019-09-22 18:35:30,7019,8,Chicken Kottu,280,1,280
2019-09-22 18:36:01,7020,4,Rice and Curry Chicken,200,3,600
2019-09-22 18:47:12,7021,6,Chicken Rice,320,1,320
2019-09-22 19:02:19,7022,4,Rice and Curry Chicken,200,1,200
2019-09-22 19:13:16,7023,2,Rice and Curry Egg,190,2,380
2019-09-22 19:37:50,7024,6,Chicken Rice,320,2,640
2019-09-22 19:38:00,7025,7,Egg Kottu,200,1,200
2019-09-22 19:38:53,7026,2,Rice and Curry Egg,190,1,190
2019-09-22 19:50:25,7027,2,Rice and Curry Egg,190,2,380
2019-09-23 08:50:27,7028,6,Chicken Rice,320,2,640
2019-09-23 09:02:29,7029,8,Chicken Kottu,280,3,840
2019-09-23 09:09:04,7030,7,Egg Kottu,200,1,200
2019-09-23 09:19:57,7031,7,Egg Kottu,200,1,200
2019-09-23 09:22:22,7032,7,Egg Kottu,200,1,200
2019-09-23 09:45:35,7033,8,Chicken Kottu,280,1,280
2019-09-23 09:58:44,7034,8,Chicken Kottu,280,3,840
2019-09-23 10:05:59,7035,4,Rice and Curry Chicken,200,1,200
2019-09-23 10:06:34,7036,10,Chicken Biriyani,360,1,360
2019-09-23 10:10:25,7037,2,Rice and Curry Egg,190,1,190
2019-09-23 10:17:22,7038,9,Egg Biriyani,250,3,750
2019-09-23 10:22:49,7039,4,Rice and Curry Chicken,200,3,600
2019-09-23 10:27:57,7040,1,Rice and Curry Vegetable,170,2,340
2019-09-23 11:10:27,7041,6,Chicken Rice,320,1,320
2019-09-23 11:23:09,7042,4,Rice and Curry Chicken,200,1,200
2019-09-23 11:36:04,7043,2,Rice and Curry Egg,190,1,190
2019-09-23 11:44:07,7044,7,Egg Kottu,200,2,400
2019-09-23 12:46:10,7045,4,Rice and Curry Chicken,200,3,600
2019-09-23 13:16:12,7046,6,Chicken Rice,320,1,320
2019-09-23 13:47:43,7047,4,Rice and Curry Chicken,200,3,600
2019-09-23 13:48:44,7048,9,Egg Biriyani,250,1,250
2019-09-23 13:50:47,7049,6,Chicken Rice,320,2,640
2019-09-23 13:51:28,7050,6,Chicken Rice,320,3,960
2019-09-23 13:56:11,7051,2,Rice and Curry Egg,190,1,190
2019-09-23 14:08:59,7052,2,Rice and Curry Egg,190,2,380
2019-09-23 14:12:58,7053,4,Rice and Curry Chicken,200,3,600
2019-09-23 14:19:21,7054,4,Rice and Curry Chicken,200,2,400
2019-09-23 14:43:06,7055,6,Chicken Rice,320,3,960
2019-09-23 14:48:49,7056,2,Rice and Curry Egg,190,3,570
2019-09-23 14:51:06,7057,6,Chicken Rice,320,1,320
2019-09-23 15:16:53,7058,3,Rice and Curry Fish,200,1,200
2019-09-23 15:22:04,7059,4,Rice and Curry Chicken,200,2,400
2019-09-23 15:51:02,7060,4,Rice and Curry Chicken,200,2,400
2019-09-23 15:53:40,7061,4,Rice and Curry Chicken,200,1,200
2019-09-23 15:56:59,7062,2,Rice and Curry Egg,190,3,570
2019-09-23 16:12:46,7063,10,Chicken Biriyani,360,1,360
2019-09-23 16:25:45,7064,8,Chicken Kottu,280,1,280
2019-09-23 16:36:43,7065,10,Chicken Biriyani,360,1,360
2019-09-23 16:48:22,7066,7,Egg Kottu,200,1,200
2019-09-23 17:28:29,7067,8,Chicken Kottu,280,1,280
2019-09-23 17:46:47,7068,7,Egg Kottu,200,2,400
2019-09-23 18:07:40,7069,8,Chicken Kottu,280,3,840
2019-09-23 18:09:21,7070,4,Rice and Curry Chicken,200,1,200
2019-09-23 18:20:22,7071,9,Egg Biriyani,250,2,500
2019-09-23 18:21:37,7072,9,Egg Biriyani,250,1,250
2019-09-23 18:24:56,7073,4,Rice and Curry Chicken,200,2,400
2019-09-23 18:32:56,7074,5,Egg Rice,200,1,200
2019-09-23 19:00:18,7075,7,Egg Kottu,200,1,200
2019-09-23 19:06:12,7076,4,Rice and Curry Chicken,200,2,400
2019-09-24 08:11:28,7077,6,Chicken Rice,320,3,960
2019-09-24 08:12:05,7078,5,Egg Rice,200,1,200
2019-09-24 08:14:33,7079,1,Rice and Curry Vegetable,170,2,340
2019-09-24 08:30:59,7080,5,Egg Rice,200,3,600
2019-09-24 08:39:39,7081,3,Rice and Curry Fish,200,1,200
2019-09-24 08:54:25,7082,5,Egg Rice,200,3,600
2019-09-24 09:37:39,7083,1,Rice and Curry Vegetable,170,1,170
2019-09-24 10:17:50,7084,4,Rice and Curry Chicken,200,2,400
2019-09-24 10:39:14,7085,4,Rice and Curry Chicken,200,1,200
2019-09-24 10:44:06,7086,10,Chicken Biriyani,360,1,360
2019-09-24 10:54:55,7087,8,Chicken Kottu,280,2,560
2019-09-24 11:10:45,7088,4,Rice and Curry Chicken,200,3,600
2019-09-24 11:12:19,7089,10,Chicken Biriyani,360,2,720
2019-09-24 11:18:10,7090,6,Chicken Rice,320,3,960
2019-09-24 11:19:40,7091,9,Egg Biriyani,250,1,250
2019-09-24 11:32:21,7092,2,Rice and Curry Egg,190,2,380
2019-09-24 11:46:02,7093,10,Chicken Biriyani,360,2,720
2019-09-24 11:50:06,7094,4,Rice and Curry Chicken,200,3,600
2019-09-24 11:51:44,7095,6,Chicken Rice,320,2,640
2019-09-24 11:57:20,7096,8,Chicken Kottu,280,1,280
2019-09-24 12:04:23,7097,3,Rice and Curry Fish,200,1,200
2019-09-24 12:12:31,7098,9,Egg Biriyani,250,3,750
2019-09-24 12:35:24,7099,4,Rice and Curry Chicken,200,2,400
2019-09-24 13:00:05,7100,9,Egg Biriyani,250,1,250
2019-09-24 13:15:33,7101,6,Chicken Rice,320,3,960
2019-09-24 13:59:55,7102,4,Rice and Curry Chicken,200,2,400
2019-09-24 13:59:59,7103,2,Rice and Curry Egg,190,1,190
2019-09-24 14:20:40,7104,7,Egg Kottu,200,1,200
2019-09-24 14:31:10,7105,4,Rice and Curry Chicken,200,3,600
2019-09-24 14:33:47,7106,3,Rice and Curry Fish,200,2,400
2019-09-24 14:43:12,7107,4,Rice and Curry Chicken,200,1,200
2019-09-24 15:03:57,7108,5,Egg Rice,200,2,400
2019-09-24 15:45:33,7109,8,Chicken Kottu,280,1,280
2019-09-24 15:56:32,7110,4,Rice and Curry Chicken,200,1,200
2019-09-24 16:06:53,7111,5,Egg Rice,200,1,200
2019-09-24 16:22:02,7112,6,Chicken Rice,320,1,320
2019-09-24 16:37:38,7113,5,Egg Rice,200,2,400
2019-09-24 17:01:21,7114,3,Rice and Curry Fish,200,1,200
2019-09-24 17:40:09,7115,6,Chicken Rice,320,2,640
2019-09-24 17:52:11,7116,5,Egg Rice,200,3,600
2019-09-24 17:57:32,7117,4,Rice and Curry Chicken,200,2,400
2019-09-24 17:57:45,7118,5,Egg Rice,200,2,400
2019-09-24 18:08:26,7119,8,Chicken Kottu,280,3,840
2019-09-24 18:14:10,7120,10,Chicken Biriyani,360,2,720
2019-09-24 18:17:04,7121,6,Chicken Rice,320,2,640
2019-09-24 18:38:23,7122,4,Rice and Curry Chicken,200,1,200
2019-09-24 18:53:45,7123,7,Egg Kottu,200,1,200
2019-09-24 18:58:44,7124,4,Rice and Curry Chicken,200,1,200
2019-09-24 19:00:19,7125,5,Egg Rice,200,1,200
2019-09-24 19:11:09,7126,2,Rice and Curry Egg,190,1,190
2019-09-24 19:44:42,7127,5,Egg Rice,200,2,400
2019-09-25 08:05:03,7128,8,Chicken Kottu,280,1,280
2019-09-25 08:22:58,7129,10,Chicken Biriyani,360,2,720
2019-09-25 08:28:18,7130,4,Rice and Curry Chicken,200,1,200
2019-09-25 08:30:41,7131,2,Rice and Curry Egg,190,2,380
2019-09-25 08:31:21,7132,4,Rice and Curry Chicken,200,2,400
2019-09-25 09:17:38,7133,8,Chicken Kottu,280,2,560
2019-09-25 09:23:54,7134,1,Rice and Curry Vegetable,170,1,170
2019-09-25 09:46:46,7135,5,Egg Rice,200,3,600
2019-09-25 09:58:43,7136,4,Rice and Curry Chicken,200,1,200
2019-09-25 10:00:21,7137,6,Chicken Rice,320,2,640
2019-09-25 10:12:11,7138,6,Chicken Rice,320,2,640
2019-09-25 10:20:09,7139,3,Rice and Curry Fish,200,2,400
2019-09-25 10:55:33,7140,9,Egg Biriyani,250,1,250
2019-09-25 11:00:10,7141,5,Egg Rice,200,3,600
2019-09-25 11:06:09,7142,10,Chicken Biriyani,360,2,720
2019-09-25 11:09:14,7143,8,Chicken Kottu,280,1,280
2019-09-25 11:20:32,7144,4,Rice and Curry Chicken,200,3,600
2019-09-25 12:05:50,7145,10,Chicken Biriyani,360,3,1080
2019-09-25 12:06:24,7146,9,Egg Biriyani,250,1,250
2019-09-25 13:04:18,7147,4,Rice and Curry Chicken,200,2,400
2019-09-25 13:12:25,7148,4,Rice and Curry Chicken,200,3,600
2019-09-25 13:21:25,7149,5,Egg Rice,200,1,200
2019-09-25 13:21:39,7150,3,Rice and Curry Fish,200,1,200
2019-09-25 13:43:59,7151,3,Rice and Curry Fish,200,1,200
2019-09-25 13:47:07,7152,6,Chicken Rice,320,3,960
2019-09-25 14:09:16,7153,7,Egg Kottu,200,2,400
2019-09-25 14:11:30,7154,5,Egg Rice,200,1,200
2019-09-25 14:12:18,7155,4,Rice and Curry Chicken,200,2,400
2019-09-25 14:36:02,7156,8,Chicken Kottu,280,2,560
2019-09-25 14:38:37,7157,1,Rice and Curry Vegetable,170,2,340
2019-09-25 14:44:43,7158,4,Rice and Curry Chicken,200,1,200
2019-09-25 14:45:23,7159,8,Chicken Kottu,280,1,280
2019-09-25 15:07:24,7160,5,Egg Rice,200,3,600
2019-09-25 15:21:42,7161,8,Chicken Kottu,280,2,560
2019-09-25 15:28:27,7162,4,Rice and Curry Chicken,200,1,200
2019-09-25 15:31:36,7163,8,Chicken Kottu,280,1,280
2019-09-25 16:15:21,7164,10,Chicken Biriyani,360,1,360
2019-09-25 16:22:53,7165,4,Rice and Curry Chicken,200,1,200
2019-09-25 16:39:49,7166,5,Egg Rice,200,3,600
2019-09-25 16:47:34,7167,9,Egg Biriyani,250,2,500
2019-09-25 16:48:32,7168,6,Chicken Rice,320,3,960
2019-09-25 16:51:41,7169,8,Chicken Kottu,280,1,280
2019-09-25 17:19:16,7170,4,Rice and Curry Chicken,200,1,200
2019-09-25 17:22:36,7171,10,Chicken Biriyani,360,1,360
2019-09-25 17:39:24,7172,4,Rice and Curry Chicken,200,2,400
2019-09-25 17:47:57,7173,6,Chicken Rice,320,1,320
2019-09-25 18:01:09,7174,1,Rice and Curry Vegetable,170,2,340
2019-09-25 18:05:22,7175,7,Egg Kottu,200,1,200
2019-09-25 18:13:26,7176,3,Rice and Curry Fish,200,1,200
2019-09-25 18:17:42,7177,4,Rice and Curry Chicken,200,2,400
2019-09-25 18:28:37,7178,3,Rice and Curry Fish,200,1,200
2019-09-25 18:33:06,7179,6,Chicken Rice,320,1,320
2019-09-25 18:58:57,7180,8,Chicken Kottu,280,2,560
2019-09-25 19:13:13,7181,4,Rice and Curry Chicken,200,3,600
2019-09-25 19:13:59,7182,4,Rice and Curry Chicken,200,2,400
2019-09-25 19:36:56,7183,4,Rice and Curry Chicken,200,2,400
2019-09-25 19:42:38,7184,8,Chicken Kottu,280,2,560
2019-09-26 08:08:19,7185,8,Chicken Kottu,280,2,560
2019-09-26 08:21:07,7186,3,Rice and Curry Fish,200,1,200
2019-09-26 08:46:12,7187,3,Rice and Curry Fish,200,3,600
2019-09-26 08:53:18,7188,10,Chicken Biriyani,360,3,1080
2019-09-26 09:01:18,7189,7,Egg Kottu,200,3,600
2019-09-26 09:15:18,7190,10,Chicken Biriyani,360,1,360
2019-09-26 09:16:59,7191,4,Rice and Curry Chicken,200,1,200
2019-09-26 09:19:11,7192,9,Egg Biriyani,250,3,750
2019-09-26 10:10:57,7193,4,Rice and Curry Chicken,200,1,200
2019-09-26 10:13:10,7194,3,Rice and Curry Fish,200,1,200
2019-09-26 10:34:45,7195,4,Rice and Curry Chicken,200,1,200
2019-09-26 10:45:41,7196,4,Rice and Curry Chicken,200,2,400
2019-09-26 10:54:18,7197,7,Egg Kottu,200,1,200
2019-09-26 11:31:03,7198,9,Egg Biriyani,250,1,250
2019-09-26 12:05:38,7199,6,Chicken Rice,320,1,320
2019-09-26 12:12:27,7200,7,Egg Kottu,200,3,600
2019-09-26 12:14:40,7201,4,Rice and Curry Chicken,200,3,600
2019-09-26 12:41:05,7202,5,Egg Rice,200,1,200
2019-09-26 12:44:12,7203,8,Chicken Kottu,280,2,560
2019-09-26 12:48:25,7204,8,Chicken Kottu,280,2,560
2019-09-26 12:52:49,7205,3,Rice and Curry Fish,200,2,400
2019-09-26 12:59:01,7206,9,Egg Biriyani,250,1,250
2019-09-26 13:05:13,7207,9,Egg Biriyani,250,2,500
2019-09-26 13:48:33,7208,4,Rice and Curry Chicken,200,2,400
2019-09-26 13:50:56,7209,5,Egg Rice,200,2,400
2019-09-26 14:35:02,7210,6,Chicken Rice,320,1,320
2019-09-26 14:36:22,7211,2,Rice and Curry Egg,190,2,380
2019-09-26 14:46:01,7212,2,Rice and Curry Egg,190,1,190
2019-09-26 14:56:45,7213,3,Rice and Curry Fish,200,1,200
2019-09-26 15:13:01,7214,3,Rice and Curry Fish,200,3,600
2019-09-26 15:25:49,7215,5,Egg Rice,200,3,600
2019-09-26 15:27:12,7216,6,Chicken Rice,320,1,320
2019-09-26 15:45:43,7217,2,Rice and Curry Egg,190,1,190
2019-09-26 16:05:39,7218,4,Rice and Curry Chicken,200,1,200
2019-09-26 16:23:35,7219,10,Chicken Biriyani,360,2,720
2019-09-26 16:36:31,7220,6,Chicken Rice,320,3,960
2019-09-26 17:09:45,7221,6,Chicken Rice,320,2,640
2019-09-26 17:15:26,7222,7,Egg Kottu,200,1,200
2019-09-26 17:18:03,7223,8,Chicken Kottu,280,1,280
2019-09-26 17:26:11,7224,8,Chicken Kottu,280,2,560
2019-09-26 17:32:31,7225,4,Rice and Curry Chicken,200,3,600
2019-09-26 17:37:41,7226,10,Chicken Biriyani,360,1,360
2019-09-26 17:37:45,7227,6,Chicken Rice,320,3,960
2019-09-26 17:59:06,7228,6,Chicken Rice,320,3,960
2019-09-26 18:10:30,7229,3,Rice and Curry Fish,200,3,600
2019-09-26 18:23:52,7230,6,Chicken Rice,320,1,320
2019-09-26 18:35:32,7231,8,Chicken Kottu,280,3,840
2019-09-26 18:39:57,7232,4,Rice and Curry Chicken,200,3,600
2019-09-26 18:40:23,7233,8,Chicken Kottu,280,1,280
2019-09-26 19:00:26,7234,4,Rice and Curry Chicken,200,2,400
2019-09-26 19:17:08,7235,4,Rice and Curry Chicken,200,1,200
2019-09-26 19:20:13,7236,4,Rice and Curry Chicken,200,1,200
2019-09-26 19:27:25,7237,2,Rice and Curry Egg,190,2,380
2019-09-26 19:41:45,7238,5,Egg Rice,200,2,400
2019-09-27 08:00:30,7239,5,Egg Rice,200,1,200
2019-09-27 08:15:09,7240,5,Egg Rice,200,1,200
2019-09-27 08:35:26,7241,8,Chicken Kottu,280,3,840
2019-09-27 08:39:17,7242,5,Egg Rice,200,2,400
2019-09-27 08:42:41,7243,3,Rice and Curry Fish,200,2,400
2019-09-27 08:58:02,7244,7,Egg Kottu,200,2,400
2019-09-27 09:14:58,7245,3,Rice and Curry Fish,200,1,200
2019-09-27 09:25:38,7246,4,Rice and Curry Chicken,200,3,600
2019-09-27 09:27:13,7247,6,Chicken Rice,320,1,320
2019-09-27 09:28:25,7248,8,Chicken Kottu,280,3,840
2019-09-27 10:11:43,7249,4,Rice and Curry Chicken,200,2,400
2019-09-27 10:16:30,7250,4,Rice and Curry Chicken,200,1,200
2019-09-27 11:06:03,7251,10,Chicken Biriyani,360,1,360
2019-09-27 11:20:47,7252,8,Chicken Kottu,280,2,560
2019-09-27 11:33:39,7253,2,Rice and Curry Egg,190,2,380
2019-09-27 11:48:01,7254,8,Chicken Kottu,280,3,840
2019-09-27 11:52:57,7255,10,Chicken Biriyani,360,1,360
2019-09-27 11:55:48,7256,5,Egg Rice,200,1,200
2019-09-27 11:57:11,7257,7,Egg Kottu,200,3,600
2019-09-27 12:03:42,7258,6,Chicken Rice,320,1,320
2019-09-27 12:05:43,7259,2,Rice and Curry Egg,190,2,380
2019-09-27 12:10:51,7260,8,Chicken Kottu,280,2,560
2019-09-27 12:13:23,7261,2,Rice and Curry Egg,190,1,190
2019-09-27 12:16:24,7262,8,Chicken Kottu,280,3,840
2019-09-27 12:34:29,7263,7,Egg Kottu,200,2,400
2019-09-27 12:38:55,7264,4,Rice and Curry Chicken,200,3,600
2019-09-27 12:40:24,7265,1,Rice and Curry Vegetable,170,1,170
2019-09-27 13:05:51,7266,6,Chicken Rice,320,1,320
2019-09-27 13:09:50,7267,4,Rice and Curry Chicken,200,2,400
2019-09-27 13:45:16,7268,10,Chicken Biriyani,360,1,360
2019-09-27 13:48:41,7269,7,Egg Kottu,200,1,200
2019-09-27 13:50:35,7270,6,Chicken Rice,320,3,960
2019-09-27 13:50:54,7271,8,Chicken Kottu,280,1,280
2019-09-27 13:59:14,7272,10,Chicken Biriyani,360,3,1080
2019-09-27 14:30:37,7273,6,Chicken Rice,320,1,320
2019-09-27 14:34:19,7274,1,Rice and Curry Vegetable,170,1,170
2019-09-27 15:03:11,7275,7,Egg Kottu,200,2,400
2019-09-27 15:15:42,7276,8,Chicken Kottu,280,1,280
2019-09-27 15:23:17,7277,8,Chicken Kottu,280,1,280
2019-09-27 15:35:38,7278,5,Egg Rice,200,1,200
2019-09-27 15:40:03,7279,4,Rice and Curry Chicken,200,2,400
2019-09-27 15:48:46,7280,3,Rice and Curry Fish,200,2,400
2019-09-27 16:27:11,7281,4,Rice and Curry Chicken,200,1,200
2019-09-27 16:30:44,7282,5,Egg Rice,200,1,200
2019-09-27 16:51:15,7283,5,Egg Rice,200,1,200
2019-09-27 18:13:32,7284,7,Egg Kottu,200,1,200
2019-09-27 18:26:27,7285,2,Rice and Curry Egg,190,1,190
2019-09-27 18:46:15,7286,5,Egg Rice,200,1,200
2019-09-27 18:58:27,7287,1,Rice and Curry Vegetable,170,1,170
2019-09-27 18:59:16,7288,3,Rice and Curry Fish,200,2,400
2019-09-27 19:01:54,7289,6,Chicken Rice,320,1,320
2019-09-27 19:55:50,7290,4,Rice and Curry Chicken,200,2,400
2019-09-28 08:07:29,7291,8,Chicken Kottu,280,1,280
2019-09-28 08:13:38,7292,3,Rice and Curry Fish,200,2,400
2019-09-28 08:25:38,7293,5,Egg Rice,200,2,400
2019-09-28 08:46:49,7294,9,Egg Biriyani,250,1,250
2019-09-28 09:08:36,7295,4,Rice and Curry Chicken,200,2,400
2019-09-28 09:11:10,7296,5,Egg Rice,200,2,400
2019-09-28 09:33:38,7297,1,Rice and Curry Vegetable,170,2,340
2019-09-28 09:44:56,7298,5,Egg Rice,200,1,200
2019-09-28 10:12:17,7299,10,Chicken Biriyani,360,1,360
2019-09-28 10:33:14,7300,8,Chicken Kottu,280,2,560
2019-09-28 10:40:48,7301,4,Rice and Curry Chicken,200,1,200
2019-09-28 10:44:54,7302,4,Rice and Curry Chicken,200,2,400
2019-09-28 10:48:23,7303,10,Chicken Biriyani,360,1,360
2019-09-28 10:49:52,7304,2,Rice and Curry Egg,190,1,190
2019-09-28 11:06:40,7305,8,Chicken Kottu,280,1,280
2019-09-28 11:20:36,7306,4,Rice and Curry Chicken,200,1,200
2019-09-28 11:46:42,7307,7,Egg Kottu,200,3,600
2019-09-28 11:51:24,7308,3,Rice and Curry Fish,200,1,200
2019-09-28 11:58:10,7309,8,Chicken Kottu,280,1,280
2019-09-28 13:02:42,7310,5,Egg Rice,200,1,200
2019-09-28 13:03:12,7311,5,Egg Rice,200,1,200
2019-09-28 13:26:35,7312,8,Chicken Kottu,280,1,280
2019-09-28 13:32:03,7313,2,Rice and Curry Egg,190,1,190
2019-09-28 13:53:49,7314,4,Rice and Curry Chicken,200,1,200
2019-09-28 14:02:30,7315,5,Egg Rice,200,2,400
2019-09-28 14:34:10,7316,10,Chicken Biriyani,360,3,1080
2019-09-28 14:54:27,7317,10,Chicken Biriyani,360,1,360
2019-09-28 15:00:57,7318,4,Rice and Curry Chicken,200,1,200
2019-09-28 15:20:03,7319,8,Chicken Kottu,280,3,840
2019-09-28 15:53:42,7320,7,Egg Kottu,200,2,400
