Date,Order Number,Index,Name,Price,Quantity,Total
2020-07-01 15:27:52,1175,5,Egg Rice,200,1,200
2020-07-01 15:37:52,1176,5,Egg Rice,200,1,200
2020-07-01 15:44:45,1177,5,Egg Rice,200,3,600
2020-07-01 16:19:07,1178,4,Rice and Curry Chicken,200,3,600
2020-07-01 16:39:09,1179,3,Rice and Curry Fish,200,4,800
2020-07-01 16:52:58,1180,6,Chicken Rice,320,5,1600
2020-07-01 17:16:29,1181,1,Rice and Curry Vegetable,170,4,680
2020-07-01 17:17:10,1182,9,Egg Biriyani,250,1,250
2020-07-01 17:41:52,1183,5,Egg Rice,200,1,200
2020-07-01 17:46:06,1184,2,Rice and Curry Egg,190,1,190
2020-07-01 18:42:45,1185,7,Egg Kottu,200,4,800
2020-07-01 18:51:06,1186,6,Chicken Rice,320,2,640
2020-07-01 19:33:00,1187,8,Chicken Kottu,280,3,840
2020-07-01 19:37:38,1188,2,Rice and Curry Egg,190,1,190
2020-07-01 19:47:54,1189,1,Rice and Curry Vegetable,170,3,510
2020-07-01 19:52:37,1190,6,Chicken Rice,320,1,320
2020-07-02 08:41:40,1191,7,Egg Kottu,200,1,200
2020-07-02 09:03:07,1192,6,Chicken Rice,320,2,640
2020-07-02 09:06:33,1193,6,Chicken Rice,320,1,320
2020-07-02 09:06:49,1194,3,Rice and Curry Fish,200,2,400
2020-07-02 09:50:12,1195,7,Egg Kottu,200,5,1000
2020-07-02 10:04:46,1196,10,Chicken Biriyani,360,2,720
2020-07-02 11:02:48,1197,4,Rice and Curry Chicken,200,1,200
2020-07-02 11:04:43,1198,4,Rice and Curry Chicken,200,3,600
2020-07-02 11:21:58,1199,8,Chicken Kottu,280,1,280
2020-07-02 11:22:07,1200,6,Chicken Rice,320,5,1600
2020-07-02 11:27:17,1201,5,Egg Rice,200,1,200
2020-07-02 11:28:41,1202,2,Rice and Curry Egg,190,4,760
2020-07-02 11:29:04,1203,4,Rice and Curry Chicken,200,1,200
2020-07-02 11:31:58,1204,8,Chicken Kottu,280,2,560
2020-07-02 11:35:51,1205,4,Rice and Curry Chicken,200,2,400
2020-07-02 12:15:34,1206,4,Rice and Curry Chicken,200,1,200
2020-07-02 12:16:33,1207,4,Rice and Curry Chicken,200,2,400
2020-07-02 12:21:11,1208,2,Rice and Curry Egg,190,1,190
2020-07-02 13:02:21,1209,4,Rice and Curry Chicken,200,1,200
2020-07-02 13:03:37,1210,8,Chicken Kottu,280,1,280
2020-07-02 13:04:50,1211,3,Rice and Curry Fish,200,2,400
2020-07-02 13:06:23,1212,2,Rice and Curry Egg,190,2,380
2020-07-02 13:06:25,1213,4,Rice and Curry Chicken,200,1,200
2020-07-02 13:12:35,1214,4,Rice and Curry Chicken,200,3,600
2020-07-02 13:23:43,1215,6,Chicken Rice,320,4,1280
2020-07-02 13:27:29,1216,3,Rice and Curry Fish,200,1,200
2020-07-02 13:54:55,1217,3,Rice and Curry Fish,200,3,600
2020-07-02 14:00:42,1218,6,Chicken Rice,320,5,1600
2020-07-02 14:27:55,1219,4,Rice and Curry Chicken,200,1,200
2020-07-02 15:16:03,1220,1,Rice and Curry Vegetable,170,1,170
2020-07-02 15:39:58,1221,9,Egg Biriyani,250,2,500
2020-07-02 16:13:02,1222,6,Chicken Rice,320,1,320
2020-07-02 16:14:41,1223,6,Chicken Rice,320,5,1600
2020-07-02 16:15:28,1224,4,Rice and Curry Chicken,200,1,200
2020-07-02 16:43:05,1225,5,Egg Rice,200,3,600
2020-07-02 16:58:30,1226,6,Chicken Rice,320,1,320
2020-07-02 17:14:55,1227,4,Rice and Curry Chicken,200,2,400
2020-07-02 17:23:13,1228,9,Egg Biriyani,250,3,750
2020-07-02 18:49:36,1229,6,Chicken Rice,320,5,1600
2020-07-02 18:55:59,1230,3,Rice and Curry Fish,200,2,400
2020-07-02 19:21:03,1231,10,Chicken Biriyani,360,3,1080
2020-07-02 19:36:36,1232,4,Rice and Curry Chicken,200,1,200
2020-07-03 08:12:52,1233,3,Rice and Curry Fish,200,1,200
2020-07-03 08:18:38,1234,3,Rice and Curry Fish,200,1,200
2020-07-03 08:28:55,1235,7,Egg Kottu,200,2,400
2020-07-03 08:29:28,1236,4,Rice and Curry Chicken,200,4,800
2020-07-03 08:41:01,1237,8,Chicken Kottu,280,1,280
2020-07-03 08:56:48,1238,4,Rice and Curry Chicken,200,1,200
2020-07-03 09:05:11,1239,10,Chicken Biriyani,360,1,360
2020-07-03 09:08:29,1240,4,Rice and Curry Chicken,200,4,800
2020-07-03 09:38:14,1241,6,Chicken Rice,320,1,320
2020-07-03 10:07:04,1242,7,Egg Kottu,200,3,600
2020-07-03 10:12:18,1243,4,Rice and Curry Chicken,200,1,200
2020-07-03 10:22:40,1244,6,Chicken Rice,320,3,960
2020-07-03 10:23:16,1245,6,Chicken Rice,320,3,960
2020-07-03 10:32:33,1246,6,Chicken Rice,320,2,640
2020-07-03 10:55:19,1247,5,Egg Rice,200,4,800
2020-07-03 11:00:44,1248,9,Egg Biriyani,250,4,1000
2020-07-03 11:38:31,1249,8,Chicken Kottu,280,1,280
2020-07-03 11:53:07,1250,2,Rice and Curry Egg,190,1,190
2020-07-03 12:07:16,1251,8,Chicken Kottu,280,3,840
2020-07-03 12:09:45,1252,6,Chicken Rice,320,1,320
2020-07-03 12:17:37,1253,5,Egg Rice,200,2,400
2020-07-03 12:45:54,1254,8,Chicken Kottu,280,1,280
2020-07-03 12:45:57,1255,4,Rice and Curry Chicken,200,1,200
2020-07-03 13:28:43,1256,4,Rice and Curry Chicken,200,1,200
2020-07-03 14:21:15,1257,7,Egg Kottu,200,1,200
2020-07-03 14:29:37,1258,8,Chicken Kottu,280,2,560
2020-07-03 14:51:40,1259,8,Chicken Kottu,280,1,280
2020-07-03 15:01:44,1260,7,Egg Kottu,200,3,600
2020-07-03 15:04:05,1261,10,Chicken Biriyani,360,2,720
2020-07-03 15:26:21,1262,1,Rice and Curry Vegetable,170,1,170
2020-07-03 15:29:43,1263,4,Rice and Curry Chicken,200,1,200
2020-07-03 15:35:42,1264,6,Chicken Rice,320,3,960
2020-07-03 15:47:06,1265,1,Rice and Curry Vegetable,170,2,340
2020-07-03 15:55:22,1266,6,Chicken Rice,320,4,1280
2020-07-03 15:56:07,1267,3,Rice and Curry Fish,200,1,200
2020-07-03 15:58:55,1268,6,Chicken Rice,320,1,320
2020-07-03 16:11:02,1269,8,Chicken Kottu,280,1,280
2020-07-03 16:14:32,1270,3,Rice and Curry Fish,200,1,200
2020-07-03 16:39:20,1271,3,Rice and Curry Fish,200,1,200
2020-07-03 16:52:37,1272,4,Rice and Curry Chicken,200,1,200
2020-07-03 16:59:22,1273,8,Chicken Kottu,280,2,560
2020-07-03 17:01:52,1274,7,Egg Kottu,200,2,400
2020-07-03 17:20:49,1275,8,Chicken Kottu,280,4,1120
2020-07-03 17:34:33,1276,10,Chicken Biriyani,360,1,360
2020-07-03 17:34:53,1277,8,Chicken Kottu,280,1,280
2020-07-03 17:36:56,1278,5,Egg Rice,200,2,400
2020-07-03 18:16:05,1279,7,Egg Kottu,200,1,200
2020-07-03 18:30:59,1280,4,Rice and Curry Chicken,200,3,600
2020-07-03 18:34:55,1281,4,Rice and Curry Chicken,200,3,600
2020-07-03 19:01:03,1282,10,Chicken Biriyani,360,2,720
2020-07-03 19:18:41,1283,3,Rice and Curry Fish,200,3,600
2020-07-03 19:18:53,1284,1,Rice and Curry Vegetable,170,3,510
2020-07-03 19:33:10,1285,10,Chicken Biriyani,360,5,1800
2020-07-04 08:04:53,1286,6,Chicken Rice,320,4,1280
2020-07-04 08:35:43,1287,6,Chicken Rice,320,1,320
2020-07-04 08:44:46,1288,8,Chicken Kottu,280,2,560
2020-07-04 08:48:07,1289,6,Chicken Rice,320,1,320
2020-07-04 08:50:43,1290,10,Chicken Biriyani,360,3,1080
2020-07-04 09:09:37,1291,6,Chicken Rice,320,3,960
2020-07-04 09:11:44,1292,6,Chicken Rice,320,5,1600
2020-07-04 09:13:44,1293,6,Chicken Rice,320,1,320
2020-07-04 09:22:47,1294,5,Egg Rice,200,1,200
2020-07-04 09:28:27,1295,10,Chicken Biriyani,360,1,360
2020-07-04 10:04:02,1296,6,Chicken Rice,320,4,1280
2020-07-04 10:04:36,1297,4,Rice and Curry Chicken,200,1,200
2020-07-04 10:32:37,1298,2,Rice and Curry Egg,190,5,950
2020-07-04 11:20:20,1299,1,Rice and Curry Vegetable,170,1,170
2020-07-04 11:56:15,1300,5,Egg Rice,200,1,200
2020-07-04 12:07:01,1301,4,Rice and Curry Chicken,200,3,600
2020-07-04 12:11:50,1302,5,Egg Rice,200,4,800
2020-07-04 12:39:03,1303,3,Rice and Curry Fish,200,2,400
2020-07-04 12:41:01,1304,7,Egg Kottu,200,1,200
2020-07-04 12:54:11,1305,6,Chicken Rice,320,1,320
2020-07-04 13:13:15,1306,4,Rice and Curry Chicken,200,1,200
2020-07-04 13:16:09,1307,4,Rice and Curry Chicken,200,1,200
2020-07-04 13:22:25,1308,2,Rice and Curry Egg,190,1,190
2020-07-04 13:52:47,1309,6,Chicken Rice,320,1,320
2020-07-04 14:04:37,1310,5,Egg Rice,200,1,200
2020-07-04 14:22:03,1311,7,Egg Kottu,200,1,200
2020-07-04 14:22:11,1312,8,Chicken Kottu,280,1,280
2020-07-04 14:28:20,1313,4,Rice and Curry Chicken,200,3,600
2020-07-04 14:46:23,1314,7,Egg Kottu,200,1,200
2020-07-04 15:05:08,1315,8,Chicken Kottu,280,1,280
2020-07-04 15:06:35,1316,9,Egg Biriyani,250,3,750
2020-07-04 15:22:49,1317,5,Egg Rice,200,1,200
2020-07-04 15:30:07,1318,3,Rice and Curry Fish,200,3,600
2020-07-04 15:46:24,1319,5,Egg Rice,200,2,400
2020-07-04 15:48:54,1320,5,Egg Rice,200,4,800
2020-07-04 15:50:14,1321,4,Rice and Curry Chicken,200,4,800
2020-07-04 16:05:23,1322,6,Chicken Rice,320,1,320
2020-07-04 16:09:30,1323,4,Rice and Curry Chicken,200,2,400
2020-07-04 16:22:14,1324,1,Rice and Curry Vegetable,170,2,340
2020-07-04 16:39:31,1325,8,Chicken Kottu,280,3,840
2020-07-04 16:39:59,1326,3,Rice and Curry Fish,200,1,200
2020-07-04 16:53:31,1327,5,Egg Rice,200,1,200
2020-07-04 17:03:58,1328,9,Egg Biriyani,250,1,250
2020-07-04 17:20:42,1329,7,Egg Kottu,200,1,200
2020-07-04 17:40:55,1330,4,Rice and Curry Chicken,200,3,600
2020-07-04 17:59:28,1331,7,Egg Kottu,200,1,200
2020-07-04 18:13:31,1332,7,Egg Kottu,200,3,600
2020-07-04 18:13:51,1333,7,Egg Kottu,200,1,200
2020-07-04 18:24:07,1334,4,Rice and Curry Chicken,200,2,400
2020-07-04 18:32:29,1335,6,Chicken Rice,320,4,1280
2020-07-04 18:50:01,1336,2,Rice and Curry Egg,190,1,190
2020-07-04 18:55:34,1337,3,Rice and Curry Fish,200,2,400
2020-07-04 18:58:10,1338,3,Rice and Curry Fish,200,4,800
2020-07-04 18:59:14,1339,9,Egg Biriyani,250,2,500
2020-07-04 19:05:32,1340,3,Rice and Curry Fish,200,1,200
2020-07-04 19:12:57,1341,5,Egg Rice,200,2,400
2020-07-04 19:15:09,1342,6,Chicken Rice,320,4,1280
2020-07-04 19:22:36,1343,8,Chicken Kottu,280,1,280
2020-07-05 08:45:52,1344,10,Chicken Biriyani,360,2,720
2020-07-05 08:48:48,1345,7,Egg Kottu,200,1,200
2020-07-05 09:02:13,1346,6,Chicken Rice,320,2,640
2020-07-05 09:08:25,1347,3,Rice and Curry Fish,200,1,200
2020-07-05 09:19:24,1348,9,Egg Biriyani,250,2,500
2020-07-05 09:35:19,1349,3,Rice and Curry Fish,200,1,200
2020-07-05 09:44:52,1350,8,Chicken Kottu,280,1,280
2020-07-05 09:51:18,1351,7,Egg Kottu,200,1,200
2020-07-05 10:03:56,1352,4,Rice and Curry Chicken,200,2,400
2020-07-05 10:29:25,1353,4,Rice and Curry Chicken,200,3,600
2020-07-05 10:30:57,1354,6,Chicken Rice,320,2,640
2020-07-05 10:59:21,1355,4,Rice and Curry Chicken,200,1,200
2020-07-05 11:19:09,1356,10,Chicken Biriyani,360,1,360
2020-07-05 11:19:42,1357,10,Chicken Biriyani,360,4,1440
2020-07-05 11:25:39,1358,4,Rice and Curry Chicken,200,1,200
2020-07-05 11:36:57,1359,6,Chicken Rice,320,1,320
2020-07-05 11:45:54,1360,5,Egg Rice,200,1,200
2020-07-05 11:58:17,1361,4,Rice and Curry Chicken,200,2,400
2020-07-05 12:10:28,1362,2,Rice and Curry Egg,190,1,190
2020-07-05 12:13:37,1363,1,Rice and Curry Vegetable,170,1,170
2020-07-05 12:33:55,1364,8,Chicken Kottu,280,1,280
2020-07-05 12:49:29,1365,6,Chicken Rice,320,1,320
2020-07-05 13:04:07,1366,4,Rice and Curry Chicken,200,1,200
2020-07-05 13:11:36,1367,4,Rice and Curry Chicken,200,2,400
2020-07-05 13:13:39,1368,2,Rice and Curry Egg,190,1,190
2020-07-05 13:15:39,1369,4,Rice and Curry Chicken,200,1,200
2020-07-05 13:33:18,1370,3,Rice and Curry Fish,200,2,400
2020-07-05 13:58:34,1371,4,Rice and Curry Chicken,200,2,400
2020-07-05 14:02:02,1372,4,Rice and Curry Chicken,200,3,600
2020-07-05 14:13:11,1373,6,Chicken Rice,320,4,1280
2020-07-05 14:19:50,1374,8,Chicken Kottu,280,1,280
2020-07-05 14:26:49,1375,1,Rice and Curry Vegetable,170,1,170
2020-07-05 14:32:56,1376,5,Egg Rice,200,3,600
2020-07-05 15:18:51,1377,2,Rice and Curry Egg,190,2,380
2020-07-05 15:48:03,1378,1,Rice and Curry Vegetable,170,2,340
2020-07-05 16:05:18,1379,6,Chicken Rice,320,1,320
2020-07-05 16:08:41,1380,3,Rice and Curry Fish,200,1,200
2020-07-05 16:16:08,1381,4,Rice and Curry Chicken,200,1,200
2020-07-05 16:25:19,1382,4,Rice and Curry Chicken,200,1,200
2020-07-05 16:30:32,1383,7,Egg Kottu,200,3,600
2020-07-05 16:32:18,1384,10,Chicken Biriyani,360,3,1080
2020-07-05 16:35:23,1385,2,Rice and Curry Egg,190,2,380
2020-07-05 16:36:00,1386,8,Chicken Kottu,280,3,840
2020-07-05 16:41:51,1387,6,Chicken Rice,320,1,320
2020-07-05 16:43:50,1388,6,Chicken Rice,320,2,640
2020-07-05 16:49:27,1389,5,Egg Rice,200,3,600
2020-07-05 17:35:04,1390,7,Egg Kottu,200,4,800
2020-07-05 17:41:33,1391,4,Rice and Curry Chicken,200,3,600
2020-07-05 17:49:36,1392,5,Egg Rice,200,1,200
2020-07-05 17:54:16,1393,4,Rice and Curry Chicken,200,1,200
2020-07-05 18:01:27,1394,10,Chicken Biriyani,360,2,720
2020-07-05 18:20:57,1395,7,Egg Kottu,200,1,200
2020-07-05 19:35:39,1396,7,Egg Kottu,200,1,200
2020-07-05 19:47:11,1397,8,Chicken Kottu,280,1,280
2020-07-06 08:33:03,1398,4,Rice and Curry Chicken,200,1,200
2020-07-06 09:37:53,1399,2,Rice and Curry Egg,190,1,190
2020-07-06 09:53:56,1400,3,Rice and Curry Fish,200,2,400
2020-07-06 09:59:51,1401,8,Chicken Kottu,280,1,280
2020-07-06 10:14:48,1402,4,Rice and Curry Chicken,200,2,400
2020-07-06 11:07:44,1403,4,Rice and Curry Chicken,200,1,200
2020-07-06 11:15:32,1404,8,Chicken Kottu,280,1,280
2020-07-06 11:31:39,1405,4,Rice and Curry Chicken,200,1,200
2020-07-06 11:32:03,1406,7,Egg Kottu,200,1,200
2020-07-06 11:47:59,1407,6,Chicken Rice,320,2,640
2020-07-06 12:26:47,1408,2,Rice and Curry Egg,190,1,190
2020-07-06 12:26:59,1409,3,Rice and Curry Fish,200,2,400
2020-07-06 12:46:19,1410,3,Rice and Curry Fish,200,4,800
2020-07-06 13:36:33,1411,7,Egg Kottu,200,1,200
2020-07-06 13:59:48,1412,8,Chicken Kottu,280,2,560
2020-07-06 14:25:07,1413,4,Rice and Curry Chicken,200,2,400
2020-07-06 14:38:25,1414,5,Egg Rice,200,1,200
2020-07-06 14:42:22,1415,7,Egg Kottu,200,1,200
2020-07-06 14:47:08,1416,4,Rice and Curry Chicken,200,4,800
2020-07-06 15:14:51,1417,6,Chicken Rice,320,1,320
2020-07-06 15:17:26,1418,7,Egg Kottu,200,2,400
2020-07-06 15:20:58,1419,8,Chicken Kottu,280,3,840
2020-07-06 15:24:20,1420,7,Egg Kottu,200,1,200
2020-07-06 15:26:21,1421,4,Rice and Curry Chicken,200,1,200
2020-07-06 15:53:26,1422,8,Chicken Kottu,280,1,280
2020-07-06 16:03:36,1423,4,Rice and Curry Chicken,200,3,600
2020-07-06 16:19:09,1424,2,Rice and Curry Egg,190,1,190
2020-07-06 16:40:56,1425,5,Egg Rice,200,1,200
2020-07-06 17:09:53,1426,4,Rice and Curry Chicken,200,1,200
2020-07-06 17:15:16,1427,8,Chicken Kottu,280,5,1400
2020-07-06 17:18:06,1428,6,Chicken Rice,320,3,960
2020-07-06 17:37:34,1429,2,Rice and Curry Egg,190,4,760
2020-07-06 17:44:36,1430,4,Rice and Curry Chicken,200,5,1000
2020-07-06 18:05:45,1431,8,Chicken Kottu,280,3,840
2020-07-06 19:02:52,1432,3,Rice and Curry Fish,200,1,200
2020-07-06 19:06:34,1433,6,Chicken Rice,320,1,320
2020-07-06 19:07:17,1434,1,Rice and Curry Vegetable,170,1,170
2020-07-06 19:11:40,1435,5,Egg Rice,200,1,200
2020-07-06 19:28:11,1436,5,Egg Rice,200,1,200
2020-07-06 19:40:02,1437,4,Rice and Curry Chicken,200,1,200
2020-07-06 19:42:56,1438,6,Chicken Rice,320,1,320
2020-07-07 08:22:27,1439,4,Rice and Curry Chicken,200,2,400
2020-07-07 08:37:06,1440,2,Rice and Curry Egg,190,1,190
2020-07-07 08:40:50,1441,7,Egg Kottu,200,2,400
2020-07-07 08:42:04,1442,3,Rice and Curry Fish,200,1,200
2020-07-07 08:43:41,1443,4,Rice and Curry Chicken,200,1,200
2020-07-07 09:05:21,1444,8,Chicken Kottu,280,2,560
2020-07-07 09:22:43,1445,4,Rice and Curry Chicken,200,1,200
2020-07-07 09:46:35,1446,10,Chicken Biriyani,360,1,360
2020-07-07 10:30:40,1447,8,Chicken Kottu,280,1,280
2020-07-07 10:34:24,1448,5,Egg Rice,200,1,200
2020-07-07 11:09:25,1449,3,Rice and Curry Fish,200,4,800
2020-07-07 11:14:57,1450,5,Egg Rice,200,1,200
2020-07-07 12:22:58,1451,6,Chicken Rice,320,1,320
2020-07-07 12:41:26,1452,1,Rice and Curry Vegetable,170,1,170
2020-07-07 13:01:38,1453,4,Rice and Curry Chicken,200,1,200
2020-07-07 13:17:24,1454,6,Chicken Rice,320,3,960
2020-07-07 13:26:15,1455,8,Chicken Kottu,280,2,560
2020-07-07 13:26:47,1456,10,Chicken Biriyani,360,4,1440
2020-07-07 14:19:38,1457,4,Rice and Curry Chicken,200,1,200
2020-07-07 15:22:14,1458,6,Chicken Rice,320,1,320
2020-07-07 15:23:22,1459,7,Egg Kottu,200,1,200
2020-07-07 15:27:59,1460,5,Egg Rice,200,2,400
2020-07-07 15:34:58,1461,3,Rice and Curry Fish,200,3,600
2020-07-07 15:46:59,1462,4,Rice and Curry Chicken,200,1,200
2020-07-07 16:03:39,1463,8,Chicken Kottu,280,1,280
2020-07-07 16:10:00,1464,7,Egg Kottu,200,1,200
2020-07-07 16:44:29,1465,3,Rice and Curry Fish,200,3,600
2020-07-07 16:51:41,1466,2,Rice and Curry Egg,190,1,190
2020-07-07 17:05:06,1467,6,Chicken Rice,320,5,1600
2020-07-07 17:19:47,1468,3,Rice and Curry Fish,200,1,200
2020-07-07 17:29:35,1469,4,Rice and Curry Chicken,200,3,600
2020-07-07 17:43:21,1470,2,Rice and Curry Egg,190,5,950
2020-07-07 17:46:24,1471,2,Rice and Curry Egg,190,2,380
2020-07-07 17:53:45,1472,6,Chicken Rice,320,1,320
2020-07-07 18:02:30,1473,8,Chicken Kottu,280,1,280
2020-07-07 18:14:59,1474,4,Rice and Curry Chicken,200,1,200
2020-07-07 18:40:43,1475,5,Egg Rice,200,1,200
2020-07-07 19:00:33,1476,2,Rice and Curry Egg,190,1,190
2020-07-07 19:08:56,1477,4,Rice and Curry Chicken,200,1,200
2020-07-07 19:26:46,1478,8,Chicken Kottu,280,2,560
2020-07-07 19:41:23,1479,4,Rice and Curry Chicken,200,1,200
2020-07-08 08:00:21,1480,10,Chicken Biriyani,360,4,1440
2020-07-08 08:08:23,1481,6,Chicken Rice,320,1,320
2020-07-08 08:19:24,1482,10,Chicken Biriyani,360,4,1440
2020-07-08 08:23:13,1483,8,Chicken Kottu,280,2,560
2020-07-08 08:34:46,1484,8,Chicken Kottu,280,1,280
2020-07-08 08:35:26,1485,7,Egg Kottu,200,1,200
2020-07-08 08:44:49,1486,1,Rice and Curry Vegetable,170,3,510
2020-07-08 09:21:03,1487,3,Rice and Curry Fish,200,1,200
2020-07-08 09:25:28,1488,7,Egg Kottu,200,3,600
2020-07-08 09:31:57,1489,7,Egg Kottu,200,1,200
2020-07-08 10:28:43,1490,3,Rice and Curry Fish,200,1,200
2020-07-08 10:53:34,1491,4,Rice and Curry Chicken,200,2,400
2020-07-08 11:04:31,1492,1,Rice and Curry Vegetable,170,3,510
2020-07-08 11:08:50,1493,7,Egg Kottu,200,2,400
2020-07-08 11:25:01,1494,6,Chicken Rice,320,3,960
2020-07-08 11:43:04,1495,6,Chicken Rice,320,5,1600
2020-07-08 11:57:28,1496,6,Chicken Rice,320,2,640
2020-07-08 12:36:28,1497,6,Chicken Rice,320,1,320
2020-07-08 12:37:09,1498,3,Rice and Curry Fish,200,5,1000
2020-07-08 13:15:36,1499,5,Egg Rice,200,3,600
2020-07-08 14:13:53,1500,3,Rice and Curry Fish,200,1,200
2020-07-08 14:19:07,1501,5,Egg Rice,200,2,400
2020-07-08 14:32:35,1502,2,Rice and Curry Egg,190,2,380
2020-07-08 14:36:21,1503,7,Egg Kottu,200,3,600
2020-07-08 14:44:37,1504,8,Chicken Kottu,280,1,280
2020-07-08 15:20:17,1505,7,Egg Kottu,200,1,200
2020-07-08 15:40:58,1506,6,Chicken Rice,320,1,320
2020-07-08 15:43:57,1507,4,Rice and Curry Chicken,200,1,200
2020-07-08 15:49:47,1508,1,Rice and Curry Vegetable,170,1,170
2020-07-08 16:02:40,1509,5,Egg Rice,200,1,200
2020-07-08 16:36:26,1510,3,Rice and Curry Fish,200,2,400
2020-07-08 17:02:04,1511,10,Chicken Biriyani,360,1,360
2020-07-08 17:16:00,1512,9,Egg Biriyani,250,1,250
2020-07-08 17:21:45,1513,7,Egg Kottu,200,1,200
2020-07-08 17:44:06,1514,1,Rice and Curry Vegetable,170,1,170
2020-07-08 18:01:49,1515,6,Chicken Rice,320,2,640
2020-07-08 19:17:51,1516,5,Egg Rice,200,5,1000
2020-07-08 19:19:30,1517,6,Chicken Rice,320,2,640
2020-07-08 19:49:56,1518,6,Chicken Rice,320,3,960
2020-07-08 19:56:24,1519,5,Egg Rice,200,1,200
2020-07-09 08:46:14,1520,9,Egg Biriyani,250,1,250
2020-07-09 09:12:57,1521,6,Chicken Rice,320,1,320
2020-07-09 09:13:59,1522,4,Rice and Curry Chicken,200,2,400
2020-07-09 09:26:02,1523,8,Chicken Kottu,280,1,280
2020-07-09 09:27:32,1524,3,Rice and Curry Fish,200,1,200
2020-07-09 09:43:01,1525,6,Chicken Rice,320,2,640
2020-07-09 10:15:00,1526,4,Rice and Curry Chicken,200,2,400
2020-07-09 10:26:02,1527,8,Chicken Kottu,280,1,280
2020-07-09 10:28:18,1528,1,Rice and Curry Vegetable,170,1,170
2020-07-09 10:33:36,1529,7,Egg Kottu,200,2,400
2020-07-09 10:48:25,1530,10,Chicken Biriyani,360,4,1440
2020-07-09 10:58:29,1531,5,Egg Rice,200,4,800
2020-07-09 10:59:52,1532,10,Chicken Biriyani,360,4,1440
2020-07-09 12:06:49,1533,1,Rice and Curry Vegetable,170,1,170
2020-07-09 12:30:52,1534,4,Rice and Curry Chicken,200,1,200
2020-07-09 12:33:36,1535,8,Chicken Kottu,280,2,560
2020-07-09 12:56:28,1536,4,Rice and Curry Chicken,200,2,400
2020-07-09 12:58:26,1537,8,Chicken Kottu,280,2,560
2020-07-09 13:11:30,1538,3,Rice and Curry Fish,200,1,200
2020-07-09 13:15:00,1539,8,Chicken Kottu,280,2,560
2020-07-09 13:21:55,1540,7,Egg Kottu,200,3,600
2020-07-09 13:26:14,1541,5,Egg Rice,200,4,800
2020-07-09 13:26:24,1542,7,Egg Kottu,200,1,200
2020-07-09 13:39:53,1543,8,Chicken Kottu,280,2,560
2020-07-09 13:42:22,1544,6,Chicken Rice,320,4,1280
2020-07-09 13:55:12,1545,7,Egg Kottu,200,1,200
2020-07-09 14:00:04,1546,3,Rice and Curry Fish,200,1,200
2020-07-09 14:08:05,1547,4,Rice and Curry Chicken,200,3,600
2020-07-09 14:29:03,1548,2,Rice and Curry Egg,190,3,570
2020-07-09 14:36:06,1549,10,Chicken Biriyani,360,2,720
2020-07-09 14:52:55,1550,5,Egg Rice,200,2,400
2020-07-09 15:04:07,1551,5,Egg Rice,200,1,200
2020-07-09 15:22:44,1552,4,Rice and Curry Chicken,200,1,200
2020-07-09 15:57:29,1553,7,Egg Kottu,200,3,600
2020-07-09 16:01:20,1554,8,Chicken Kottu,280,1,280
2020-07-09 16:26:16,1555,4,Rice and Curry Chicken,200,2,400
2020-07-09 16:28:06,1556,9,Egg Biriyani,250,1,250
2020-07-09 16:36:18,1557,9,Egg Biriyani,250,1,250
2020-07-09 17:41:13,1558,10,Chicken Biriyani,360,1,360
2020-07-09 17:52:00,1559,4,Rice and Curry Chicken,200,2,400
2020-07-09 18:00:54,1560,7,Egg Kottu,200,1,200
2020-07-09 18:02:50,1561,4,Rice and Curry Chicken,200,2,400
2020-07-09 18:22:02,1562,4,Rice and Curry Chicken,200,2,400
2020-07-09 19:26:33,1563,2,Rice and Curry Egg,190,2,380
2020-07-09 19:44:23,1564,2,Rice and Curry Egg,190,2,380
2020-07-09 19:51:21,1565,6,Chicken Rice,320,4,1280
2020-07-10 08:19:26,1566,9,Egg Biriyani,250,2,500
2020-07-10 08:20:26,1567,8,Chicken Kottu,280,1,280
2020-07-10 08:22:06,1568,7,Egg Kottu,200,3,600
2020-07-10 08:46:38,1569,5,Egg Rice,200,1,200
2020-07-10 08:47:25,1570,4,Rice and Curry Chicken,200,1,200
2020-07-10 09:03:14,1571,9,Egg Biriyani,250,5,1250
2020-07-10 09:40:32,1572,5,Egg Rice,200,1,200
2020-07-10 09:45:17,1573,4,Rice and Curry Chicken,200,1,200
2020-07-10 10:32:34,1574,5,Egg Rice,200,3,600
2020-07-10 10:53:33,1575,9,Egg Biriyani,250,3,750
2020-07-10 11:22:54,1576,9,Egg Biriyani,250,1,250
2020-07-10 11:46:43,1577,9,Egg Biriyani,250,2,500
2020-07-10 11:56:49,1578,4,Rice and Curry Chicken,200,1,200
2020-07-10 12:33:25,1579,5,Egg Rice,200,2,400
2020-07-10 13:46:27,1580,4,Rice and Curry Chicken,200,1,200
2020-07-10 14:38:46,1581,5,Egg Rice,200,1,200
2020-07-10 14:42:43,1582,6,Chicken Rice,320,5,1600
2020-07-10 14:56:12,1583,1,Rice and Curry Vegetable,170,2,340
2020-07-10 15:12:38,1584,2,Rice and Curry Egg,190,1,190
2020-07-10 15:17:34,1585,10,Chicken Biriyani,360,2,720
2020-07-10 15:17:44,1586,4,Rice and Curry Chicken,200,1,200
2020-07-10 15:53:01,1587,4,Rice and Curry Chicken,200,5,1000
